guten_bid,good_bid,title,author
3154,12961390,The Surprising Adventures Of Baron Munchausen,Rudolf Erich Raspe
3156,7335928,Andrea Delfin,Paul von Heyse
3159,13162459,The Hermit of Far End,Margaret Pedler
3160,17996971,The Odessy,Homer
3166,25129494,Doctor Thorne,Anthony Trollope
3167,392511,Wessex Poems and Other Verses,Thomas Hardy
3168,6680542,Poems of the Past and the Present,Thomas Hardy
3169,6515710,Pursuit of the House-boat,John Kendrick Bangs
3171,19092646,In Defence of Harriet Shelley,Mark Twain
3172,12853241,Fenimore Cooper's Literary Offences,Mark Twain
3174,8185254,A Dog's Tale,Mark Twain
3175,19225101,Mark Twain's Burlesque Autobiography,Mark Twain
3176,10171407,The Innocents Abroad,Mark Twain
3177,494162,Roughing It,Mark Twain
3178,928183,The Gilded Age: A Tale of Today,Mark Twain
3179,2010710,The American Claimant,Mark Twain
3180,10242550,A Double Barrelled Detective Story,Mark Twain
3181,537074,The Stolen White Elephant,Mark Twain
3182,11506568,Some Rambling Notes of an Idle Excursion,Mark Twain
3183,19008147,The Facts Concerning the Recent Carnival of Crime in Connecticut,Mark Twain
3184,6365080,Alonzo Fitz and Other Stories,Mark Twain
3185,3291502,Those Extraordinary Twins,Mark Twain
3186,15258800,The Mysterious Stranger: And Other Stories,Mark Twain
3187,8296580,Christian Science,Mark Twain
3189,113315,"Sketches, New and Old",Mark Twain
3190,2054108,1601: Conversation as it Was by the Social Fireside in the Time of the Tudors,Mark Twain
3191,10606656,Goldsmith's Friend Abroad Again,Mark Twain
3192,8393008,The Curious Republic of Gondour and Other Whimsical Sketches,Mark Twain
3207,16610,Leviathan,Thomas Hobbes
3230,3454111,The Counterpane Fairy,Katharine Pyle
3231,3620051,The Rifle and the Hound in Ceylon,Samuel White Baker
3236,12220608,Mr. Bonaparte of Corsica,John Kendrick Bangs
3240,4100986,Cap'n Eri,Joseph Crosby Lincoln
3243,1637189,Glengarry School Days: A Story of Early Days in Glengarry,Ralph Connor
3250,404023,How to Tell a Story and Other Essays,Mark Twain
3251,6343185,The Man Who Corrupted Hadleyburg and Other Stories,Mark Twain
3258,1306603,A Laodicean: A Story of Today,Thomas Hardy
3259,2081957,Countess Kate,Charlotte Mary Yonge
3261,13413616,"News from Nowhere, or, an Epoch of Rest: being some chapters from a utopian romance",William Morris
3265,2200013,The Re-Creation of Brian Kent,Harold Bell Wright
3266,12612363,Miss Billy,Eleanor H. Porter
3268,725658,The Mysteries of Udolpho,Ann Radcliffe
3281,13570497,Cy Whittaker's Place,Joseph Crosby Lincoln
3282,774597,The Brown Fairy Book,Andrew Lang
3283,1396269,The Upanishads,Swami Parmananda
3285,1797605,The Deerslayer,James Fenimore Cooper
3289,16370475,The Valley of Fear,Arthur Conan Doyle
3292,800146,The Clever Woman of the Family,Charlotte Mary Yonge
3294,8325947,The Sea-Hawk,Rafael Sabatini
3296,152687,The Confessions of St. Augustine,Augustine of Hippo
3300,6389626,"An Inquiry into the Nature & Causes of the Wealth of Nations, 3 Vols",Adam Smith
3304,4269290,The Machine,Upton Sinclair
3313,19463078,A Bit of Old China,Charles Warren Stoddard
3317,2815620,Now It Can Be Told,Philip Gibbs
3322,8211801,East Lynne,Mrs. Henry Wood
3323,19731957,The Ward of King Canute: A Romance of the Danish Conquest,Ottilie A. Liljencrantz
3324,13497181,A Rebellious Heroine,John Kendrick Bangs
3326,1642285,The Well-Beloved: A Sketch of a Temperament,Thomas Hardy
3327,15719537,Bullfinch's Mythology: The Age of Fable,Thomas Bulfinch
3328,10929750,Man and Superman; A Comedy and a Philosophy,George Bernard Shaw
3329,12312259,Caesar and Cleopatra,George Bernard Shaw
3331,11398328,The Diary Of Samuel Pepys,Samuel Pepys
3335,211376,Theodore Roosevelt: An Autobiography,Theodore Roosevelt
3336,6587488,Within an Inch of His Life,Emile Gaboriau
3365,2712916,Their Wedding Journey,William Dean Howells
3407,7551176,The Spell of Egypt,Robert Smythe Hichens
3413,20540494,The Blazed Trail,Stewart Edward White
3417,2605772,The Fortunes of Oliver Horn,Francis Hopkinson Smith
3418,7074682,Captain Brassbound's Conversion,George Bernard Shaw
3425,9121066,Samantha at Saratoga,Marietta Holley
3426,9256656,On Books and the Housing of Them,William Ewart Gladstone
3428,7104081,The Two Vanrevels,Booth Tarkington
3431,1741426,The Gadfly,Ethel Lilian Voynich
3454,774587,The Lilac Fairy Book,Andrew Lang
3457,8736067,The Man of the Forest,Zane Grey
3458,779511,Science and Health with Key to the Scriptures,Mary Baker Eddy
3463,9661859,The Boys' Life of Mark Twain,Albert Bigelow Paine
3464,9649278,Tish: The Chronicle of Her Escapades and Excursions,Mary Roberts Rinehart
3467,2194809,The Life of Cesare Borgia,Rafael Sabatini
3469,12929591,The hand of Ethelberta; a comedy in chapters,Thomas Hardy
3470,2993508,Such is Life,Joseph Furphy
3472,3314204,Merton of the Movies,Harry Leon Wilson
3474,2263698,Jeremy,Hugh Walpole
3475,2352329,The Efficiency Expert,Edgar Rice Burroughs
3478,3229836,Legends of Vancouver,E. Pauline Johnson
3479,8736988,The Metal Monster,Abraham Grace Merritt
3485,10389720,"Annajanska, the Bolshevik Empress",George Bernard Shaw
3490,37139,The Admirable Crichton,J.M. Barrie
3492,26755917,Homespun Tales,Kate Douglas Wiggin
3495,1807861,King of Ireland's Son,Padraic Colum
3496,2721924,The Japanese Twins,Lucy Fitch Perkins
3499,1329946,Jo's Boys,Louisa May Alcott
3528,1249020,"Beethoven: The Man and the Artist, As Revealed in His Own Words",Ludwig van Beethoven
3529,13031997,"Letters Written During a Short Residence in Sweden, Norway and Denmark",Mary Wollstonecraft
3532,1245065,My Discovery of England,Stephen Leacock
3533,1025985,Sunshine Sketches of a Little Town,Stephen Leacock
3535,11355354,A Narrative of the Expedition to Botany Bay,Watkin Tench
3536,1206329,The Enchanted Castle,E. Nesbit
3541,10085444,What to Do? Thoughts Evoked by the Census of Moscow,Leo Tolstoy
3543,19076502,Heartbreak House,George Bernard Shaw
3548,11872801,The Pharisee and Publican,John Bunyan
3606,1610018,"Antonina, or the Fall of Rome",Wilkie Collins
3608,17191316,The Ragged Trousered Philanthropists,Robert Tressell
3612,595023,John Bull's Other Island,George Bernard Shaw
3618,16117760,Army and The man,Bernard Show
3622,13224159,The Duke's Children,Anthony Trollope
3623,391507,The Golden Bough: A Study in Magic and Religion,James George Frazer
3624,8934681,Chaucer,Adolphus William Ward
3629,28512936,The Titan,Theodore Dreiser
3631,11535552,On the Significance of Science and Art,Leo Tolstoy
3632,1293687,Poor Miss Finch,Wilkie Collins
3633,18954518,Jezebel's Daughter,Wilkie Collins
3634,3409741,The Guilty River,Wilkie Collins
3635,17854315,Mother: A Story,Kathleen Thompson Norris
3637,21148416,The Garden of Allah,Robert Smythe Hichens
3638,255019,The Devil's Disciple,George Bernard Shaw
3642,1469370,The Belgian Twins,Lucy Fitch Perkins
3649,19165145,The Dwelling Place of Light - Complete,Winston  Churchill
3653,19150407,The Guns of Bull Run A Story of the Civil War's Eve,Joseph Alexander Altsheler
3660,13159167,Out of the Triangle: A Story of the Far East,Mary E. Bamford
3662,27555242,"Oscar Wilde, His Life and Confessions, Volume 1",Frank Harris
3664,1683366,Yvette,Guy de Maupassant
3668,5244426,"The Albert N'Yanza, Great Basin of the Nile and Explorations of the Nile Sources",Samuel White Baker
3677,8859591,On Our Selection,Steele Rudd
3678,12525789,Jonah,Louis Stone
3686,12396917,The Army of the Cumberland,Henry M. Cist
3687,2584410,The Ruby Of Kishmoor,Howard Pyle
3692,1600109,The House of Life,Dante Gabriel Rossetti
3694,27571333,Every Man in His Humor,Ben Johnson
3697,8173312,A Century of Roundels,Algernon Charles Swinburne
3698,14394923,The Task and Other Poems,William Cowper
3700,19118375,The Courtship of Susan Bell,Anthony Trollope
3703,6434489,Dot and the Kangaroo,Ethel C. Pedley
3707,19222177,"The Trimmed Lamp, and other Stories of the Four Million",O. Henry
3710,9731834,An Unprotected Female At The Pyramids,Anthony Trollope
3713,34776803,Aaron Trow,Anthony Trollope
3714,7710522,Ondine,Friedrich Heinrich Karl de la Motte Fouque
3715,6470837,The Parenticide Club,Ambrose Bierce
3717,525628,The Parson's Daughter of Oxney Colne,Anthony Trollope
3719,6057084,The Mistletoe Bough,Anthony Trollope
3722,381614,A Daughter of the Land,Gene Stratton-Porter
3724,10980365,The House Of Heine Brothers In Munich,Anthony Trollope
3725,22642636,Famous Men of the Middle Ages,John Henry Haaren
3727,1961551,Maurice Guest,Henry Handel Richardson
3728,2702902,The Getting of Wisdom,Henry Handel Richardson
3748,18010409,A Journey into the Interior of the Earth,Jules Verne
3767,2426030,The Man Who Kept His Money in a Box,Anthony Trollope
3773,13011216,Hopes And Fears For Art,William Morris
3774,2156190,The Eskimo Twins,Lucy Fitch Perkins
3777,19178675,"Tom Swift and His Electric Rifle; or, Daring Adventures in Elephant Land",Victor Appleton
3781,7475768,The Jewel of Seven Stars,Bram Stoker
3782,566723,Huntingtower,John Buchan
3783,23500672,Mother,Maxim Gorky
3790,917726,Major Barbara,George Bernard Shaw
3795,25317409,Under the Lilacs,Louisa May Alcott
3796,23309751,Rilla of Ingleside,L.M. Montgomery
3800,205218,Ethics,Baruch Spinoza
3802,3320955,The Lerouge Case,Emile Gaboriau
3803,13253021,File No. 113,Emile Gaboriau
3804,758432,Pierre and Jean,Guy de Maupassant
3808,6332793,Robur the Conqueror,Jules Verne
3809,18816979,The Master Of The World,Jules Verne
3810,18893200,The Man-Eaters of Tsavo: And Other East African Adventures,John Henry Patterson
3811,1984131,The Star of Gettysburg: A Story of Southern High Tide,Joseph Alexander Altsheler
3815,11372539,Rolling Stones,O. Henry
3817,1131795,To Let,John Galsworthy
3821,7906568,The Roman and the Teuton: A Series of Lectures Delivered Before the University of Cambridge,Charles Kingsley
3823,3066876,Thelma,Marie Corelli
3825,23152428,Pygmalion,George Bernard Shaw
3828,3473591,Simon the Jester,William J. Locke
3830,2956984,Overruled,George Bernard Shaw
3831,3066884,The Secret Power,Marie Corelli
3832,9133996,Australia Felix,Henry Handel Richardson
3833,9768339,Australian Legendary Tales: Folk-Lore of the Noongahburrahs as Told to the Piccaninnies,Katie Langloh Parker
3836,25825515,The Swiss Family Robinson,Johann David Wyss
3837,19068686,Hospital Sketches,Louisa May Alcott
4002,705118,The Honor of the Name,Emile Gaboriau
4003,1230072,Androcles and the Lion,George Bernard Shaw
4011,14486355,"Epicoene, the Silent Woman",Ben Jonson
4012,30140997,The Dutch Twins,Lucy Fitch Perkins
4014,1129748,Arsène Lupin,Edgar Jepson
4015,2215425,The Hairy Ape,Eugene O'Neill
4017,23288685,The Hollow Needle: Further Adventures of Arsène Lupin,Maurice Leblanc
4018,11470556,Japanes Fairy Tales,Yei Theodora Ozaki
4019,126833,The Lure of the Labrador Wild,Dillon Wallace
4020,972006,Arcadian Adventures with the Idle Rich,Stephen Leacock
4021,23484742,Dear Brutus,J.M. Barrie
4023,877236,Candida,George Bernard Shaw
4024,27033597,The Man of Destiny,George Bernard Shaw
4025,7880008,Anna Christie,Eugene O'Neill
4032,11362915,Atlantis: The Antediluvian World,Ignatius L. Donnelly
4034,1931565,The Untilled Field,George Moore
4037,1306231,"Appreciations, with an Essay on Style",Walter Pater
4039,22607889,Volpone or The Fox,Ben Jonson
4042,11441031,"Mozart: the man and the artist, as revealed in his own words",Wolfgang Amadeus Mozart
4046,18942886,The Garden of Survival,Algernon Blackwood
4047,6829264,The Leavenworth Case,Anna Katharine Green
4055,19420918,"The Future of the Colored Race in America Being an article in the Presbyterian quarterly review of July, 1862",William Aikman
4061,18872046,The Fifteen Decisive Battles of the World: from Marathon to Waterloo,Edward Shepherd Creasy
4063,13243615,Peter Plymley's Letters and Selected Essays,Sydney Smith
4064,8599556,Moonbeams from the Larger Lunacy,Stephen Leacock
4066,9386880,Wild Apples,Henry David Thoreau
4070,223634,The Master Builder,Henrik Ibsen
4072,5592188,Songs Before Sunrise,Algernon Charles Swinburne
4074,2997753,Swallow: A Tale of the Great Trek,H. Rider Haggard
4081,2035981,The Alchemist,Ben Jonson
4084,613682,The Adventures of Peregrine Pickle,Tobias Smollett
4085,21386232,The Adventures of Roderick Random,Tobias Smollett
4086,6753944,The Scotch Twins,Lucy Fitch Perkins
4090,1410532,From Ritual to Romance,Jessie Laidlay Weston
4091,5702055,The French Twins,Lucy Fitch Perkins
4093,255875,Hedda Gabler,Henrik Ibsen
4097,21240746,Alice of Old Vincennes,Maurice Thompson
4099,11693878,Angel in the House,Coventry Patmore
4107,18931519,"The Mayflower and Her Log; July 15, 1620-May 6, 1621 - Complete",Azel Ames
4131,19444851,Diary of Samuel Pepys - Complete 1661 N.S.,Samuel Pepys
4138,18655574,Diary of Samuel Pepys - Complete 1662 N.S.,Samuel Pepys
4200,18623310,Diary of Samuel Pepys - Complete,Samuel Pepys
4201,7070286,Literary Friends and Acquaintance: A Personal Retrospect of American Authorship,William Dean Howells
4203,28653253,Wake-Robin,John Burroughs
4209,6671831,At the Mercy of Tiberius,Augusta Jane Evans
4211,20574541,The Treasure,Kathleen Thompson Norris
4212,251264,Culture and Anarchy,Matthew Arnold
4217,4329250,A Portrait of the Artist as a Young Man,James Joyce
4218,9142710,Sisters,Ada Cambridge
4219,8449234,The Art of Living in Australia; Together with Three Hundred Australian Cookery Recipes and Accessory Kitchen Information by Mrs. H. Wicken,Philip E. Muskett
4220,7607118,An Autobiography,Catherine Helen Spence
4223,19046115,The Mystery of a Hansom Cab,Fergus Hume
4224,3649238,Mr. Hogarth's Will,Catherine Helen Spence
4232,340558,A Week on the Concord and Merrimack Rivers,Henry David Thoreau
4237,1290149,Australian Search Party,Charles H. Eden
4238,8735205,On the economy of machinery and manufactures,Charles Babbage
4239,318430,An Essay on the Principle of Population,Thomas Robert Malthus
4240,1100581,Women in Love,D.H. Lawrence
4244,19041021,Among the Tibetans,Isabella L. Bird
4247,1098127,A Brief and True Report of the New Found Land of Virginia,Thomas Harriot
4250,7860539,Imperial Purple,Edgar Saltus
4251,1471581,The Life Everlasting: A Reality of Romance,Marie Corelli
4265,7664166,Heroes Every Child Should Know,Hamilton Wright Mabie
4266,6204752,A Woman's Way Through Unknown Labrador,Mina Benson Hubbard
4268,7780834,Cousin Phillis,Elizabeth Gaskell
4274,6348764,Wives and Daughters,Elizabeth Gaskell
4275,1030241,Ruth,Elizabeth Gaskell
4276,18271014,North and South,Elizabeth Gaskell
4278,11523832,An Introduction to Yoga,Annie Besant
4279,7552400,Winter Sunshine,John Burroughs
4280,4042299,Critique of Pure Reason,Immanuel Kant
4281,8486791,Helen's Babies,John Habberton
4282,804498,Don Rodriguez: Chronicles of Shadow Valley,Lord Dunsany
4285,1111478,The Master Christian,Marie Corelli
4287,14613200,The Red Planet,William J. Locke
4297,1024127,Eve's Ransom,George Gissing
4298,3219752,The Paying Guest,George Gissing
4299,431517,The Whirlpool,George Gissing
4300,11882707,Ulisses,James Joyce
4301,1290068,The Nether World,George Gissing
4302,1790585,Thyrza,George Gissing
4304,1323786,Our Friend the Charlatan,George Gissing
4305,3219751,The Unclassed,George Gissing
4307,1790586,In the Year of Jubilee,George Gissing
4309,19211475,Demos,George Gissing
4311,12491314,The Emancipated,George Gissing
4312,8046199,A Life's Morning,George Gissing
4313,1418907,The Odd Women,George Gissing
4315,880112,The Life of Sir Richard Burton,Thomas Wright
4320,839433,An Enquiry Concerning the Principles of Morals,David Hume
4322,7715551,My Three Days in Gilead,Elmer U. Hoenshel
4327,50550,The Valley of Decision,Edith Wharton
4331,21113159,Sun-Up and Other Poems,Lola Ridge
4332,21015854,The Ghetto and Other Poems,Lola Ridge
4341,11557543,Mutual Aid: a factor of evolution,Pyotr Kropotkin
4344,10034420,Marie: A Story of Russian Love,Alexander Pushkin
4348,2380554,"Poor, Dear Margaret Kirby",Kathleen Thompson Norris
4349,1219424,Wisdom And Destiny,Maurice Maeterlinck
4351,318373,The English Constitution,Walter Bagehot
4354,1254407,By the Ionian Sea: Notes of a Ramble in Southern Italy,George Gissing
4357,18759958,American Fairy Tales,L. Frank Baum
4358,6900559,The Sea Fairies,L. Frank Baum
4359,23562803,Lombard Street: A Description of the Money Market,Walter Bagehot
4360,11357215,Vendetta or the Story of One Forgotten,Marie Corelli
4366,17669440,Can Such Things Be?,Ambrose Bierce
4368,16856,Flappers and Philosophers,F. Scott Fitzgerald
4377,947623,Mrs. Wiggs of the Cabbage Patch,Alice Caldwell Hegen
4380,18957187,Under Fire: the story of a squad,Henri Barbusse
4382,20508111,The Pit: A Story of Chicago,Frank Norris
4385,8190050,As a Matter of Course,Annie Payson Call
4389,4828161,Roughing It in the Bush,Susanna Moodie
4391,11086998,The Selections from the Principles of Philosophy,Rene Descartes
4396,882939,The Woman Who Did,Grant Allen
4397,23327686,The Forsyte Saga - Complete,John Galsworthy
4398,16159559,The Tides of Barnegat,Francis Hopkinson Smith
4399,60321,A Few Figs from Thistles,Edna St. Vincent Millay
4507,13214323,As a Man Thinketh,James Allen
4508,4597482,South Wind,Norman Douglas
4511,489521,The Life of the Bee,Maurice Maeterlinck
4512,969689,"Gardening Without Irrigation: Or Without Much, Anyway",Steve Solomon
